"state","sector","source","year","bill.btu"
"minnesota","Residential","All",1997,359650
"minnesota","Residential","All",1996,383073
"minnesota","Residential","All",1995,359502
"minnesota","Residential","All",1994,341611
"minnesota","Residential","All",1993,340986
"minnesota","Residential","All",1992,326543
"minnesota","Residential","All",1991,342550
"minnesota","Residential","All",1990,324368
"minnesota","Residential","All",1989,346245
"minnesota","Residential","All",1988,330341
"minnesota","Residential","All",1987,293195
"minnesota","Residential","All",1986,304233
"minnesota","Residential","All",1985,309379
"minnesota","Residential","All",1984,300308
"minnesota","Residential","All",1983,300390
"minnesota","Residential","All",1982,319524
"minnesota","Residential","All",1981,288510
"minnesota","Residential","All",1980,301806
"mississippi","Residential","All",2015,199714
"mississippi","Residential","All",2014,217457
"mississippi","Residential","All",2013,211200
"mississippi","Residential","All",2012,194070
"mississippi","Residential","All",2011,228284
"mississippi","Residential","All",2010,239316
"mississippi","Residential","All",2009,221199
"mississippi","Residential","All",2008,228518
"mississippi","Residential","All",2007,232316
"mississippi","Residential","All",2006,230779
"mississippi","Residential","All",2005,228879
"mississippi","Residential","All",2004,232729
"mississippi","Residential","All",2003,240776
"mississippi","Residential","All",2002,240563
"mississippi","Residential","All",2001,221452
"mississippi","Residential","All",2000,247774
"mississippi","Residential","All",1999,230263
"mississippi","Residential","All",1998,227127
"mississippi","Residential","All",1997,212857
"mississippi","Residential","All",1996,222284
"mississippi","Residential","All",1995,210949
"mississippi","Residential","All",1994,202035
"mississippi","Residential","All",1993,198664
"mississippi","Residential","All",1992,190568
"mississippi","Residential","All",1991,188932
"mississippi","Residential","All",1990,186210
"mississippi","Residential","All",1989,179342
"mississippi","Residential","All",1988,173996
"mississippi","Residential","All",1987,169396
"mississippi","Residential","All",1986,168530
"mississippi","Residential","All",1985,168353
"mississippi","Residential","All",1984,166069
"mississippi","Residential","All",1983,160350
"mississippi","Residential","All",1982,162531
"mississippi","Residential","All",1981,157608
"mississippi","Residential","All",1980,164134
"missouri","Residential","All",2015,501690
"missouri","Residential","All",2014,559573
"missouri","Residential","All",2013,537663
"missouri","Residential","All",2012,490772
"missouri","Residential","All",2011,536385
"missouri","Residential","All",2010,558924
"missouri","Residential","All",2009,527297
"missouri","Residential","All",2008,549359
"missouri","Residential","All",2007,535648
"missouri","Residential","All",2006,503842
"missouri","Residential","All",2005,527974
"missouri","Residential","All",2004,489442
"missouri","Residential","All",2003,496091
"missouri","Residential","All",2002,501166
"missouri","Residential","All",2001,496740
"missouri","Residential","All",2000,486653
"missouri","Residential","All",1999,468811
"missouri","Residential","All",1998,462952
"missouri","Residential","All",1997,468280
"missouri","Residential","All",1996,481372
"missouri","Residential","All",1995,451543
"missouri","Residential","All",1994,430577
"missouri","Residential","All",1993,451321
"missouri","Residential","All",1992,395844
"missouri","Residential","All",1991,423329
"missouri","Residential","All",1990,392016
"missouri","Residential","All",1989,409234
"missouri","Residential","All",1988,401623
"missouri","Residential","All",1987,378511
"missouri","Residential","All",1986,378363
"missouri","Residential","All",1985,379586
"missouri","Residential","All",1984,379545
"missouri","Residential","All",1983,390521
"missouri","Residential","All",1982,373685
"missouri","Residential","All",1981,360156
"missouri","Residential","All",1980,406295
"montana","Residential","All",2015,80502
"montana","Residential","All",2014,86947
"montana","Residential","All",2013,85246
"montana","Residential","All",2012,80431
"montana","Residential","All",2011,86483
"montana","Residential","All",2010,83181
"montana","Residential","All",2009,88198
"montana","Residential","All",2008,90788
"montana","Residential","All",2007,85373
"montana","Residential","All",2006,82608
"montana","Residential","All",2005,81551
"montana","Residential","All",2004,75765
"montana","Residential","All",2003,74786
"montana","Residential","All",2002,71982
"montana","Residential","All",2001,69163
"montana","Residential","All",2000,70509
"montana","Residential","All",1999,64858
"montana","Residential","All",1998,65463
"montana","Residential","All",1997,70144
"montana","Residential","All",1996,72101
"montana","Residential","All",1995,66470
"montana","Residential","All",1994,63620
"montana","Residential","All",1993,66356
"montana","Residential","All",1992,58899
"montana","Residential","All",1991,63565
"montana","Residential","All",1990,61229
"montana","Residential","All",1989,64709
"montana","Residential","All",1988,59231
"montana","Residential","All",1987,55679
"montana","Residential","All",1986,60331
"montana","Residential","All",1985,67937
"montana","Residential","All",1984,63921
"montana","Residential","All",1983,62295
"montana","Residential","All",1982,64971
"montana","Residential","All",1981,57375
"montana","Residential","All",1980,61407
"nebraska","Residential","All",2015,148106
"nebraska","Residential","All",2014,163194
"nebraska","Residential","All",2013,163731
"nebraska","Residential","All",2012,146986
"nebraska","Residential","All",2011,160428
"nebraska","Residential","All",2010,163215
"nebraska","Residential","All",2009,158699
"nebraska","Residential","All",2008,165201
"nebraska","Residential","All",2007,159673
"nebraska","Residential","All",2006,149720
"nebraska","Residential","All",2005,153266
"nebraska","Residential","All",2004,147513
"nebraska","Residential","All",2003,151918
"nebraska","Residential","All",2002,155387
"nebraska","Residential","All",2001,154392
"nebraska","Residential","All",2000,148289
"nebraska","Residential","All",1999,140256
"nebraska","Residential","All",1998,143333
"nebraska","Residential","All",1997,146428
"nebraska","Residential","All",1996,148111
"nebraska","Residential","All",1995,139661
"nebraska","Residential","All",1994,137249
"nebraska","Residential","All",1993,139171
"nebraska","Residential","All",1992,125417
"nebraska","Residential","All",1991,134786
"nebraska","Residential","All",1990,127193
"nebraska","Residential","All",1989,132140
"nebraska","Residential","All",1988,129146
"nebraska","Residential","All",1987,119412
"nebraska","Residential","All",1986,123285
"nebraska","Residential","All",1985,128117
"nebraska","Residential","All",1984,128881
"nebraska","Residential","All",1983,134073
"nebraska","Residential","All",1982,132046
"nebraska","Residential","All",1981,119372
"nebraska","Residential","All",1980,125885
"nevada","Residential","All",2015,151312
"nevada","Residential","All",2014,150954
"nevada","Residential","All",2013,159742
"nevada","Residential","All",2012,152657
"nevada","Residential","All",2011,154467
"nevada","Residential","All",2010,154207
"nevada","Residential","All",2009,154552
"nevada","Residential","All",2008,161211
"nevada","Residential","All",2007,165981
"nevada","Residential","All",2006,166189
"nevada","Residential","All",2005,155345
"nevada","Residential","All",2004,152512
"nevada","Residential","All",2003,147491
"nevada","Residential","All",2002,138989
"nevada","Residential","All",2001,143398
"nevada","Residential","All",2000,139015
"nevada","Residential","All",1999,129608
"nevada","Residential","All",1998,126116
"nevada","Residential","All",1997,121465
"nevada","Residential","All",1996,118249
"nevada","Residential","All",1995,104193
"nevada","Residential","All",1994,108900
"nevada","Residential","All",1993,99473
"nevada","Residential","All",1992,93880
"nevada","Residential","All",1991,92623
"nevada","Residential","All",1990,87859
"nevada","Residential","All",1989,82317
"nevada","Residential","All",1988,75578
"nevada","Residential","All",1987,69408
"nevada","Residential","All",1986,65811
"nevada","Residential","All",1985,68106
"nevada","Residential","All",1984,65710
"nevada","Residential","All",1983,61282
"nevada","Residential","All",1982,66719
"nevada","Residential","All",1981,60059
"nevada","Residential","All",1980,61926
"new hampshire","Residential","All",2015,93759
"new hampshire","Residential","All",2014,97095
"new hampshire","Residential","All",2013,92850
"new hampshire","Residential","All",2012,80979
"new hampshire","Residential","All",2011,86231
"new hampshire","Residential","All",2010,86695
"new hampshire","Residential","All",2009,90635
"new hampshire","Residential","All",2008,87636
"new hampshire","Residential","All",2007,90049
"new hampshire","Residential","All",2006,88081
"new hampshire","Residential","All",2005,93780
"new hampshire","Residential","All",2004,95285
"new hampshire","Residential","All",2003,94661
"new hampshire","Residential","All",2002,86089
"new hampshire","Residential","All",2001,85126
"new hampshire","Residential","All",2000,84305
"new hampshire","Residential","All",1999,81951
"new hampshire","Residential","All",1998,79224
"new hampshire","Residential","All",1997,80784
"new hampshire","Residential","All",1996,83167
"new hampshire","Residential","All",1995,79740
"new hampshire","Residential","All",1994,78983
"new hampshire","Residential","All",1993,78577
"new hampshire","Residential","All",1992,78271
"new hampshire","Residential","All",1991,75894
"new hampshire","Residential","All",1990,79221
"new hampshire","Residential","All",1989,85877
"new hampshire","Residential","All",1988,79254
"new hampshire","Residential","All",1987,77481
"new hampshire","Residential","All",1986,70342
"new hampshire","Residential","All",1985,70633
"new hampshire","Residential","All",1984,66599
"new hampshire","Residential","All",1983,61692
"new hampshire","Residential","All",1982,60798
"new hampshire","Residential","All",1981,62640
"new hampshire","Residential","All",1980,64468
"new jersey","Residential","All",2015,587796
"new jersey","Residential","All",2014,595352
"new jersey","Residential","All",2013,584133
"new jersey","Residential","All",2012,538855
"new jersey","Residential","All",2011,573887
"new jersey","Residential","All",2010,595686
"new jersey","Residential","All",2009,590439
"new jersey","Residential","All",2008,603404
"new jersey","Residential","All",2007,619063
